id,mz,rt,rtmin,rtmax,n_glc,mean_inten
298,821.6016,1.59,1.5,1.7,420000,420000
5121,822.0066,14.39,14.33,14.59,1100000,1100000
4302,823.0502,11.81,11.73,11.98,780000,780000
178,826.5443,1.53,1.45,2.07,1500000,1500000
179,826.5974,1.53,1.47,2.13,630000,630000
5384,826.9145,14.67,14.53,14.82,860000,860000
299,827.5477,1.59,1.45,1.9,790000,790000
226,827.5926,1.56,1.47,1.96,560000,560000
5251,828.9903,14.5,14.3,14.76,2800000,2800000
300,830.5926,1.59,1.47,2.1,1300000,1300000
1014,830.5927,2.7,2.1,2.73,430000,430000
357,831.5962,1.62,1.47,2.13,640000,640000
227,832.6082,1.56,1.47,1.93,420000,420000
381,834.5873,1.64,1.53,1.84,490000,490000
358,836.5457,1.62,1.5,1.79,230000,230000
5200,836.9774,14.45,14.25,14.84,4600000,4600000
5222,837.9805,14.48,14.36,14.62,1200000,1200000
228,838.5612,1.56,1.45,2.13,920000,920000
3928,839.0934,11.04,10.84,11.15,770000,770000
180,839.5646,1.53,1.47,2.04,500000,500000
229,840.577,1.56,1.45,2.07,2100000,2100000
301,841.5802,1.59,1.47,2.01,1200000,1200000
302,842.5928,1.59,1.45,2.07,2400000,2400000
3875,843.1368,10.93,10.84,11.04,2700000,2700000
230,843.5959,1.56,1.45,1.99,1400000,1400000
231,844.6083,1.56,1.45,2.1,4400000,4400000
970,844.6085,2.67,2.1,3.73,2000000,2000000
5223,844.9644,14.48,14.3,14.73,2100000,2100000
232,845.6116,1.56,1.45,2.1,2300000,2300000
971,845.6118,2.67,2.5,2.93,1000000,1000000
233,846.6139,1.56,1.47,1.99,690000,690000
234,848.5357,1.56,1.45,1.79,500000,500000
5265,848.9581,14.53,14.39,14.59,850000,850000
382,850.5973,1.64,1.45,1.9,420000,420000
181,852.6131,1.53,1.47,1.9,540000,540000
5293,852.9515,14.56,14.3,14.79,3300000,3300000
5201,860.9387,14.45,14.33,14.7,1600000,1600000
235,862.5603,1.56,1.47,1.67,210000,210000
236,864.5767,1.56,1.45,2.07,1200000,1200000
1015,864.5768,2.7,2.5,2.76,400000,400000
3858,865.1195,10.9,10.84,11.04,680000,680000
359,865.5799,1.62,1.45,1.87,650000,650000
4391,866.1251,12.01,11.96,12.16,170000,170000
3859,866.3544,10.9,10.76,11.04,1000000,1000000
303,866.5389,1.59,1.42,2.13,1400000,1400000
360,866.5928,1.62,1.45,1.99,1400000,1400000
3849,866.856,10.87,10.78,11.04,670000,670000
3860,867.3579,10.9,10.78,11.07,370000,370000
361,867.5421,1.62,1.45,1.79,640000,640000
237,867.596,1.56,1.45,2.04,970000,970000
238,868.609,1.56,1.45,1.9,800000,800000
5224,868.9254,14.48,14.33,14.82,1400000,1400000
4310,876.6289,11.84,11.79,11.98,220000,220000
5294,876.913,14.56,14.45,14.87,1300000,1300000
5168,879.0453,14.42,14.33,14.53,1400000,1400000
363,883.5349,1.62,1.56,1.84,390000,390000
182,890.5925,1.53,1.45,1.9,830000,830000
304,891.5959,1.59,1.47,1.82,440000,440000
239,892.6083,1.56,1.45,1.84,580000,580000
5295,892.9437,14.56,14.45,14.7,820000,820000
5202,895.0194,14.45,14.33,14.67,2200000,2200000
5203,903.0064,14.45,14.3,14.59,2000000,2000000
5266,910.9934,14.53,14.39,14.65,1200000,1200000
5169,918.9807,14.42,14.3,14.67,2600000,2600000
5170,926.9674,14.42,14.3,14.65,1300000,1300000
5225,934.9548,14.48,14.33,14.7,2000000,2000000
95,940.5761,1.47,1.42,1.62,380000,380000
5296,942.942,14.56,14.28,14.67,1400000,1400000
5329,950.9284,14.59,14.33,14.67,1000000,1000000
5267,958.9153,14.53,14.36,14.67,940000,940000
4185,989.3215,11.64,11.61,11.84,150000,150000
5297,1000.9837,14.56,14.3,14.65,970000,970000
4216,1012.9855,11.73,11.64,11.84,360000,360000
5171,1016.9579,14.42,14.39,14.65,1100000,1100000
