accession,iupac_name,name,SMILES,status,formula,mass,rdbe,category
YMDB01686,NA,Ethyl methionate,CCOC(=O)C(N)CCSC,quantified,C7H15N1O2S1,177.0823495,1,Metabolite
YMDB01689,NA,Ethylcinnamate,CCC1=CC=CC=C1\C=C\C([O-])=O,quantified,C11H12O2,176.0837296,6,Metabolite
YMDB01693,NA,Fertaric acid,COC1=CC(\C=C\C(=O)OC(C(O)C(O)=O)C(O)=O)=CC=C1O,quantified,C14H14O9,326.063782,8,Metabolite
YMDB01699,NA,Geosmin,C[C@H]1CCC[C@@]2(C)CCCC[C@]12O,quantified,C12H22O1,182.1670653,2,Metabolite
YMDB01701,NA,Geranyl acetone,CC(C)=CCC\C(C)=C\CCC(C)=O,quantified,C13H22O1,194.1670653,3,Metabolite
YMDB01702,NA,Glucosamine,N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,quantified,C6H13N1O5,179.0793725,1,Metabolite
YMDB01703,NA,Glycyrrhyzin,CC1(C)[C@H](CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@](C)(CC[C@]3(C)CC[C@@]12C)C(O)=O)O[C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O)C(O)=O,quantified,C42H62O16,822.4037859,12,Metabolite
YMDB01706,NA,Heptenal,CCCC\C=C\C=O,quantified,C7H12O1,112.088815,2,Metabolite
YMDB01712,NA,Homovanillyl alcohol,COC1=C(O)C=CC(CCO)=C1,quantified,C9H12O3,168.0786442,4,Metabolite
YMDB01713,NA,Hopeaphenol,OC1=CC=C(C=C1)[C@@H]1OC2=C3[C@H]1C1=CC(O)=CC(O)=C1[C@@H]([C@@H]([C@H]1[C@H](C4=CC=C(O)C=C4)C4=C(O)C=C(O)C=C4[C@H]4[C@@H](OC5=C4C1=CC(O)=C5)C1=CC=C(O)C=C1)C3=CC(O)=C2)C1=CC=C(O)C=C1,quantified,C56H42O12,906.2676268,36,Metabolite
YMDB01715,NA,Humulene,C\C1=C/CC(C)(C)\C=C/C\C(C)=C\CC1,quantified,C15H24,204.1878008,4,Metabolite
YMDB01719,NA,Isopropyl methoxypyrazine,COC1=NC=CN=C1C(C)C,quantified,C8H12N2O1,152.094963,4,Metabolite
YMDB01720,NA,Isorhamnetin,COC1=C(O)C=CC(=C1)C1=C(O)C(=O)C2=C(O)C=C(O)C=C2O1,quantified,C16H12O7,316.0583027,11,Metabolite
YMDB01721,NA,Isorhamnetin 3-O-glucoside,COC1=C(O)C=CC(=C1)C1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(=O)C2=C(O)C=C(O)C=C2O1,quantified,C22H22O12,478.1111261,12,Metabolite
YMDB01723,NA,Kaempferol 3-O-glucoside,C[C@@H]1O[C@H](OC2=CC(O)=C3C(=O)C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)=C(OC3=C2)C2=CC=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O,quantified,C27H30O15,594.1584703,13,Metabolite
YMDB01724,NA,Kaempferol 3-O-glucuronide,O[C@@H]1[C@@H](O)C(OC2=C(OC3=C(C(O)=CC(O)=C3)C2=O)C2=CC=C(O)C=C2)O[C@@H]([C@H]1O)C(O)=O,quantified,C21H18O12,462.079826,13,Metabolite
YMDB01725,NA,Kynurenic acid,OC(=O)C1=CC(=O)C2=CC=CC=C2N1,quantified,C10H7N1O3,189.0425931,8,Metabolite
YMDB01728,NA,Linalool acetate,CC(C)=CCCC(C)(OC(C)=O)C=C,quantified,C12H20O2,196.1463299,3,Metabolite
YMDB01733,NA,Malvidin,COC1=CC(=CC(OC)=C1O)C1=[O+]C2=C(C=C1O)C(O)=CC(O)=C2,quantified,C17H14O7,330.0739528,11,Metabolite
YMDB01734,NA,Malvidin 3-O-glucoside,COC1=CC(=CC(OC)=C1O)C1=[O+]C2=C(C=C1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(O)=CC(O)=C2,quantified,C23H24O12,492.1267762,12,Metabolite
YMDB01735,NA,Malvidin 3-O-(acetylglucoside),COC1=CC(=CC(OC)=C1O)C1=C(O[C@@H]2O[C@H](COC(C)=O)[C@@H](O)[C@H](O)[C@H]2O)C=C2C(O)=CC(O)=CC2=[O+]1,quantified,C25H26O13,534.1373409,13,Metabolite
YMDB01736,NA,Malvidin 3-O-(cafeoylglucoside),COC1=CC(=CC(OC)=C1O)C1=[O+]C2=C(C=C1O[C@@H]1O[C@H](COC(=O)\C=C\C3=CC(O)=C(O)C=C3)[C@@H](O)[C@H](O)[C@H]1O)C(O)=CC(O)=C2,quantified,C32H30O15,654.1584703,18,Metabolite
YMDB01737,NA,Malvidin 3-O-(coumaroylglucoside),COC1=CC(=CC(OC)=C1O)C1=[O+]C2=C(C=C1O[C@@H]1O[C@H](COC(=O)\C=C\C3=CC=C(O)C=C3)[C@@H](O)[C@H](O)[C@H]1O)C(O)=CC(O)=C2,quantified,C32H30O14,638.1635556,18,Metabolite
YMDB01738,NA,Malvidin glucoside-ethyl-catechin,COC1=CC(=CC(OC)=C1O)C1=[O+]C2=C(C(C)C3=C4CC(C(O)CC4=C(O)C=C3O)C3=CC(O)=C(O)C=C3)C(O)=CC(O)=C2C=C1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,quantified,C41H42O17,806.2421999,21,Metabolite
YMDB01742,NA,Methional,COC1=C(OCC2=CC=CC=C2)C=CC(C=O)=C1,quantified,C15H14O3,242.0942943,9,Metabolite
YMDB01744,NA,Methyl cinnamate,COC(=O)\C=C\C1=CC=CC=C1,quantified,C10H10O2,162.0680796,6,Metabolite
YMDB01746,NA,Methyl succinate,CC(C)COC(=O)C=C,quantified,C7H12O2,128.0837296,2,Metabolite
YMDB01753,NA,Myrcene,CC(C)=CCCC(=C)C=C,quantified,C10H16,136.1252005,3,Metabolite
YMDB01754,NA,Myricetin,OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1,quantified,C15H10O8,318.0375673,11,Metabolite
YMDB01756,NA,Myricetin 3-O-glucuronide,O[C@@H]1[C@@H](O)[C@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C(O)=C2)O[C@@H]([C@H]1O)C(O)=O,quantified,C21H18O14,494.0696553,13,Metabolite
YMDB01757,NA,N-Acetyl-glutamine,CC(=O)NC(CCC(N)=O)C(O)=O,quantified,C7H12N2O4,188.0797069,3,Metabolite
YMDB01763,NA,Pallidol,OC1=CC=C(C=C1)[C@H]1[C@H]2[C@H]([C@@H](C3=C(O)C=C(O)C=C23)C2=CC=C(O)C=C2)C2=CC(O)=CC(O)=C12,quantified,C28H22O6,454.1416384,18,Metabolite
YMDB01765,NA,Peonidin,COC1=C(O)C=CC(=C1)C1=[O+]C2=C(C=C1O)C(O)=CC(O)=C2,quantified,C16H12O6,300.0633881,11,Metabolite
YMDB01766,NA,Peonidin 3-O-glucoside,COC1=C(O)C=CC(=C1)C1=[O+]C2=C(C=C1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(O)=CC(O)=C2,quantified,C22H22O11,462.1162115,12,Metabolite
YMDB01767,NA,Peonidin 3-O-(acetylglucoside),COC1=C(O)C=CC(=C1)C1=[O+]C2=C(C=C1O[C@@H]1O[C@H](COC(C)=O)[C@@H](O)[C@H](O)[C@H]1O)C(O)=CC(O)=C2,quantified,C24H24O12,504.1267762,13,Metabolite
YMDB01768,NA,Peonidin 3-O-(coumaroylglucoside),COC1=C(O)C=CC(=C1)C1=C(O[C@@H]2O[C@H](COC(=O)\C=C\C3=CC=C(O)C=C3)[C@@H](O)[C@H](O)[C@H]2O)C=C2C(O)=CC(O)=CC2=[O+]1,quantified,C31H28O13,608.152991,18,Metabolite
YMDB01772,NA,Petunidin 3-O-(coumaroylglucoside),COC1=CC(=CC(O)=C1O)C1=C(O[C@@H]2O[C@H](COC(=O)\C=C\C3=CC=C(O)C=C3)[C@@H](O)[C@H](O)[C@H]2O)C=C2C(O)=CC(O)=CC2=[O+]1,quantified,C31H28O14,624.1479056,18,Metabolite
YMDB01775,NA,Piceatannol,OC1=CC(\C=C\C2=CC=C(O)C(O)=C2)=CC(O)=C1,quantified,C14H12O4,244.0735589,9,Metabolite
YMDB01776,NA,Piperonal,O=CC1=CC2=C(OCO2)C=C1,quantified,C8H6O3,150.0316941,6,Metabolite
YMDB01780,NA,Resveratrol,OC1=CC=C(\C=C\C2=CC(O)=CC(O)=C2)C=C1,quantified,C14H12O3,228.0786442,9,Metabolite
YMDB01785,NA,Sulfur dioxide,O=S=O,quantified,O2S1,63.96189997,1,Adduct
YMDB01787,NA,Syringic acid,COC1=CC(=CC(OC)=C1O)C(O)=O,quantified,C9H10O5,198.0528234,5,Metabolite
YMDB01788,NA,Tartaric acid,OC(C(O)C(O)=O)C(O)=O,quantified,C4H6O6,150.0164379,2,Metabolite
YMDB01792,NA,Thiophene,S1C=CC=C1,quantified,C4H4S1,84.00337086,3,Metabolite
YMDB01794,NA,trans-2-Nonenal,CCCCCC\C=C\C=O,quantified,C9H16O1,140.1201151,2,Metabolite
YMDB01796,NA,trans-Isohumulone,CC(C)CC(=O)C1=C(O)[C@@](O)([C@H](CC=C(C)C)C1=O)C(=O)CC=C(C)C,quantified,C21H30O5,362.2093241,7,Metabolite
YMDB01797,NA,Tyramine,NCCC1=CC=C(O)C=C1,quantified,C8H11N1O1,137.084064,4,Metabolite
YMDB01801,NA,Undecanol,CCCCCCCCCCCO,quantified,C11H24O1,172.1827154,0,Metabolite
YMDB01802,NA,Vanillic acid,COC1=CC(=CC=C1O)C(O)=O,quantified,C8H8O4,168.0422587,5,Metabolite
YMDB01805,NA,Vitisin A,COC1=CC(=CC(OC)=C1O)C1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C2=C(C=O)C(=O)OC3=C2C([OH+]1)=CC(O)=C3,quantified,C26H24O14,560.1166054,15,Metabolite
YMDB01806,NA,Vitisin B,COC1=CC(=CC(OC)=C1O)C1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C2=CCOC3=C2C([OH+]1)=CC(O)=C3,quantified,C25H26O12,518.1424263,13,Metabolite
YMDB01807,NA,Xanthurenic acid,OC(=O)C1=NC2=C(O)C=CC=C2C(O)=C1,quantified,C10H7N1O4,205.0375077,8,Metabolite
YMDB01817,NA,"PC(14:0/20:3(5Z,8Z,11Z))",CCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCC=CCC=CCC=CCCCCCCCC,quantified,C42H78N1O8P1,755.546505,5,Metabolite
YMDB01819,NA,"PC(14:0/20:4(5Z,8Z,11Z,14Z))",CCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCC=CCC=CCC=CCC=CCCCCC,quantified,C42H76N1O8P1,753.5308549,6,Metabolite
YMDB01823,NA,"PC(14:0/22:4(7Z,10Z,13Z,16Z))",CCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCC=CCC=CCC=CCC=CCCCCC,quantified,C44H80N1O8P1,781.562155,6,Metabolite
YMDB01824,NA,"PC(14:0/22:5(4Z,7Z,10Z,13Z,16Z))",CCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC,quantified,C44H78N1O8P1,779.546505,7,Metabolite
YMDB01826,NA,"PC(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",CCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC,quantified,C44H76N1O8P1,777.5308549,8,Metabolite
YMDB01827,NA,PC(14:0/P-18:0),CCCCCCCCCCCCCCCCC=COC(COC(=O)CCCCCCCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C,quantified,C40H80N1O7P1,717.5672404,2,Metabolite
YMDB01828,NA,PC(14:0/P-18:1(11Z)),CCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC=CCCCCCCCCC=CCCCCCC,quantified,C40H78N1O7P1,715.5515903,3,Metabolite
YMDB01832,NA,PC(14:1(9Z)/20:0),CCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCC=CCCCC)COP([O-])(=O)OCC[N+](C)(C)C,quantified,C42H82N1O8P1,759.5778051,3,Metabolite
YMDB01839,NA,"PC(14:1(9Z)/22:2(13Z,16Z))",CCCCCC=CCC=CCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCC=CCCCC)COP([O-])(=O)OCC[N+](C)(C)C,quantified,C44H82N1O8P1,783.5778051,5,Metabolite
YMDB01856,NA,"PC(16:0/22:4(7Z,10Z,13Z,16Z))",CCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCC=CCC=CCC=CCC=CCCCCC,quantified,C46H84N1O8P1,809.5934551,6,Metabolite
YMDB01857,NA,"PC(16:0/22:5(4Z,7Z,10Z,13Z,16Z))",CCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC,quantified,C46H82N1O8P1,807.5778051,7,Metabolite
YMDB01859,NA,"PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",CCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC,quantified,C46H80N1O8P1,805.562155,8,Metabolite
YMDB01861,NA,PC(16:0/P-18:1(11Z)),CCCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC=CCCCCCCCCC=CCCCCCC,quantified,C42H82N1O7P1,743.5828905,3,Metabolite
YMDB01878,NA,"PC(16:1(9Z)/22:2(13Z,16Z))",CCCCCCC=CCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCC=CCC=CCCCCC,quantified,C46H86N1O8P1,811.6091052,5,Metabolite
YMDB01882,NA,PC(16:1(9Z)/24:1(15Z)),CCCCCCCCC=CCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCC=CCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C,quantified,C48H92N1O8P1,841.6560554,4,Metabolite
YMDB01885,NA,PC(16:1(9Z)/P-18:1(11Z)),CCCCCCC=CCCCCCCCCC=COC(COC(=O)CCCCCCCC=CCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C,quantified,C42H80N1O7P1,741.5672404,4,Metabolite
YMDB01901,NA,"PC(18:0/22:4(7Z,10Z,13Z,16Z))",CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCC=CCC=CCC=CCC=CCCCCC,quantified,C48H88N1O8P1,837.6247553,6,Metabolite
YMDB01902,NA,"PC(18:0/22:5(4Z,7Z,10Z,13Z,16Z))",[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC,quantified,C48H86N1O8P1,835.6091052,7,Metabolite
YMDB01904,NA,PC(18:0/24:1(15Z)),[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCC=CCCCCCCCC,quantified,C50H98N1O8P1,871.7030056,3,Metabolite
YMDB01905,NA,PC(18:0/P-18:1(11Z)),CCCCCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC=CCCCCCCCCC=CCCCCCC,quantified,C44H86N1O7P1,771.6141906,3,Metabolite
YMDB01924,NA,"PC(18:1(11Z)/22:2(13Z,16Z))",CCCCCCC=CCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCC=CCC=CCCCCC,quantified,C48H90N1O8P1,839.6404053,5,Metabolite
YMDB01927,NA,PC(18:1(11Z)/24:1(15Z)),CCCCCCCCC=CCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCC=CCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C,quantified,C50H96N1O8P1,869.6873555,4,Metabolite
YMDB01930,NA,PC(18:1(11Z)/P-18:1(11Z)),CCCCCCC=CCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC=CCCCCCCCCC=CCCCCCC,quantified,C44H84N1O7P1,769.5985405,4,Metabolite
YMDB01977,NA,"PC(18:2(9Z,12Z)/P-18:1(11Z))",CCCCCCC=CCCCCCCCCC=COC(COC(=O)CCCCCCCC=CCC=CCCCCC)COP([O-])(=O)OCC[N+](C)(C)C,quantified,C44H82N1O7P1,767.5828905,5,Metabolite
YMDB01995,NA,"PC(18:3(6Z,9Z,12Z)/24:1(15Z))",CCCCCCCCC=CCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCC=CCC=CCC=CCCCCC)COP([O-])(=O)OCC[N+](C)(C)C,quantified,C50H92N1O8P1,865.6560554,6,Metabolite
YMDB01996,NA,"PC(18:3(6Z,9Z,12Z)/P-16:0)",CCCCCCCCCCCCCCC=COC(COC(=O)CCCCC=CCC=CCC=CCCCCC)COP([O-])(=O)OCC[N+](C)(C)C,quantified,C42H78N1O7P1,739.5515903,5,Metabolite
YMDB01998,NA,"PC(18:3(6Z,9Z,12Z)/P-18:1(11Z))",CCCCCCC=CCCCCCCCCC=COC(COC(=O)CCCCC=CCC=CCC=CCCCCC)COP([O-])(=O)OCC[N+](C)(C)C,quantified,C44H80N1O7P1,765.5672404,6,Metabolite
YMDB02032,NA,"PC(18:4(6Z,9Z,12Z,15Z)/P-16:0)",CCCCCCCCCCCCCCC=COC(COC(=O)CCCCC=CCC=CCC=CCC=CCC)COP([O-])(=O)OCC[N+](C)(C)C,quantified,C42H76N1O7P1,737.5359403,6,Metabolite
YMDB02034,NA,"PC(18:4(6Z,9Z,12Z,15Z)/P-18:1(11Z))",CCCCCCC=CCCCCCCCCC=COC(COC(=O)CCCCC=CCC=CCC=CCC=CCC)COP([O-])(=O)OCC[N+](C)(C)C,quantified,C44H78N1O7P1,763.5515903,7,Metabolite
YMDB02085,NA,"PC(20:2(11Z,14Z)/P-18:1(11Z))",CCCCCCC=CCCCCCCCCC=COC(COC(=O)CCCCCCCCCC=CCC=CCCCCC)COP([O-])(=O)OCC[N+](C)(C)C,quantified,C46H86N1O7P1,795.6141906,5,Metabolite
YMDB02103,NA,"PC(20:3(5Z,8Z,11Z)/P-18:1(11Z))",CCCCCCCCC=CCC=CCC=CCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC=CCCCCCCCCC=CCCCCCC,quantified,C46H84N1O7P1,793.5985405,6,Metabolite
YMDB02130,NA,"PC(20:4(5Z,8Z,11Z,14Z)/P-18:1(11Z))",CCCCCCC=CCCCCCCCCC=COC(COC(=O)CCCC=CCC=CCC=CCC=CCCCCC)COP([O-])(=O)OCC[N+](C)(C)C,quantified,C46H82N1O7P1,791.5828905,7,Metabolite
YMDB02145,NA,"PC(20:5(5Z,8Z,11Z,14Z,17Z)/P-18:1(11Z))",CCCCCCC=CCCCCCCCCC=COC(COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC)COP([O-])(=O)OCC[N+](C)(C)C,quantified,C46H80N1O7P1,789.5672404,8,Metabolite
YMDB02167,NA,PC(22:1(13Z)/P-18:1(11Z)),CCCCCCCCC=CCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC=CCCCCCCCCC=CCCCCCC,quantified,C48H92N1O7P1,825.6611408,4,Metabolite
YMDB02181,NA,"PC(22:2(13Z,16Z)/P-18:1(11Z))",CCCCCCC=CCCCCCCCCC=COC(COC(=O)CCCCCCCCCCCC=CCC=CCCCCC)COP([O-])(=O)OCC[N+](C)(C)C,quantified,C48H90N1O7P1,823.6454907,5,Metabolite
YMDB02188,NA,"PC(22:4(7Z,10Z,13Z,16Z)/P-18:0)",CCCCCCCCCCCCCCCCC=COC(COC(=O)CCCCCC=CCC=CCC=CCC=CCCCCC)COP([O-])(=O)OCC[N+](C)(C)C,quantified,C48H88N1O7P1,821.6298407,6,Metabolite
YMDB02189,NA,"PC(22:4(7Z,10Z,13Z,16Z)/P-18:1(11Z))",CCCCCCC=CCCCCCCCCC=COC(COC(=O)CCCCCC=CCC=CCC=CCC=CCCCCC)COP([O-])(=O)OCC[N+](C)(C)C,quantified,C48H86N1O7P1,819.6141906,7,Metabolite
YMDB02200,NA,PC(24:0/P-18:1(9Z)),CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC=CCCCCCCC=CCCCCCCCC,quantified,C50H98N1O7P1,855.708091,3,Metabolite
YMDB02208,NA,PC(24:1(15Z)/P-18:1(11Z)),CCCCCCCCC=CCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC=CCCCCCCCCC=CCCCCCC,quantified,C50H96N1O7P1,853.6924409,4,Metabolite
YMDB02213,NA,"LysoPC(20:4(5Z,8Z,11Z,14Z))",CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[N+](C)(C)C,quantified,C28H50N1O7P1,543.3324894,5,Metabolite
YMDB02259,NA,PC(o-16:0/18:0),CCCCCCCCCCCCCCCCCC(=O)OC(COCCCCCCCCCCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C,quantified,C42H86N1O7P1,747.6141906,1,Metabolite
YMDB02263,NA,PC(o-16:1(9Z)/18:0),CCCCCCCCCCCCCCCCCC(=O)OC(COCCCCCCCCC=CCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C,quantified,C42H84N1O7P1,745.5985405,2,Metabolite
YMDB02265,NA,PC(o-16:1(9Z)/20:0),CCCCCCCCCCCCCCCCCCCC(=O)OC(COCCCCCCCCC=CCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C,quantified,C44H88N1O7P1,773.6298407,2,Metabolite
YMDB02267,NA,PC(o-16:1(9Z)/22:0),CCCCCCCCCCCCCCCCCCCCCC(=O)OC(COCCCCCCCCC=CCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C,quantified,C46H92N1O7P1,801.6611408,2,Metabolite
YMDB02268,NA,PC(o-18:0/18:0),CCCCCCCCCCCCCCCCCCOCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,quantified,C44H90N1O7P1,775.6454907,1,Metabolite
YMDB02278,NA,PC(o-18:1(9Z)/20:1(11Z)),CCCCCCCCC=CCCCCCCCCCC(=O)OC(COCCCCCCCCC=CCCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C,quantified,C46H90N1O7P1,799.6454907,3,Metabolite
YMDB02280,NA,PC(o-18:1(9Z)/22:0),CCCCCCCCCCCCCCCCCCCCCC(=O)OC(COCCCCCCCCC=CCCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C,quantified,C48H96N1O7P1,829.6924409,2,Metabolite
YMDB02281,NA,PC(o-18:1(9Z)/24:0),CCCCCCCCCCCCCCCCCCCCCCCC(=O)OC(COCCCCCCCCC=CCCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C,quantified,C50H100N1O7P1,857.723741,2,Metabolite
YMDB02284,NA,"PC(o-18:2(9Z,12Z)/22:0)",CCCCCCCCCCCCCCCCCCCCCC(=O)OC(COCCCCCCCCC=CCC=CCCCCC)COP([O-])(=O)OCC[N+](C)(C)C,quantified,C48H94N1O7P1,827.6767908,3,Metabolite
YMDB02286,NA,"PC(o-20:0/18:3(9Z,12Z,15Z))",CCCCCCCCCCCCCCCCCCCCOCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCC=CCC=CCC=CCC,quantified,C46H88N1O7P1,797.6298407,4,Metabolite
YMDB02291,NA,"PC(o-22:0/22:3(10Z,13Z,16Z))",CCCCCCCCCCCCCCCCCCCCCCOCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCC=CCC=CCC=CCCCCC,quantified,C52H100N1O7P1,881.723741,4,Metabolite
YMDB02293,NA,"PC(o-22:1(13Z)/22:3(10Z,13Z,16Z))",CCCCCCCCC=CCCCCCCCCCCCCOCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCC=CCC=CCC=CCCCCC,quantified,C52H98N1O7P1,879.708091,5,Metabolite
YMDB02295,NA,"PC(o-22:2(13Z,16Z)/22:3(10Z,13Z,16Z))",CCCCCC=CCC=CCCCCCCCCCCCCOCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCC=CCC=CCC=CCCCCC,quantified,C52H96N1O7P1,877.6924409,6,Metabolite
YMDB02299,NA,Glyceric acid,OC[C@@H](O)C(O)=O,quantified,C3H6O4,106.0266087,1,Metabolite
YMDB02300,NA,Glucosan,[H][C@@]12OC[C@@H](O1)[C@@H](O)[C@H](O)[C@H]2O,quantified,C6H10O5,162.0528234,2,Metabolite
YMDB02301,NA,Benzoic acid,OC(=O)C1=CC=CC=C1,quantified,C7H6O2,122.0367794,5,Metabolite
YMDB02302,NA,Heptadecanoic acid,CCCCCCCCCCCCCCCCC(O)=O,quantified,C17H34O2,270.2558803,1,Metabolite
YMDB02303,NA,Cadaverine,NCCCCCN,quantified,C5H14N2,102.1156985,0,Metabolite
YMDB02306,NA,Ethylphosphate,CCOP(O)(O)=O,quantified,C2H7O4P1,126.0081952,0,Metabolite
YMDB02308,NA,Diphenylketone,O=C(C1=CC=CC=C1)C1=CC=CC=C1,quantified,C13H10O1,182.0731649,9,Metabolite
YMDB02310,NA,Tehydroabietic acid,CC(C)C1=CC=C2C(CC[C@@H]3[C@](C)(CCC[C@@]23C)C(O)=O)=C1,quantified,C20H28O2,300.2089301,7,Metabolite
YMDB02313,NA,1-monohexadecanoylglycerol,CCCCCCCCCCCCCCCC(=O)OC[C@H](O)CO,quantified,C19H38O4,330.2770097,1,Metabolite
YMDB02316,NA,"3,4-dimethylenedioxy mandelic acid",OC(C(O)=O)C1=CC=C2OCOC2=C1,quantified,C9H8O5,196.0371734,6,Metabolite
YMDB02317,NA,4-deoxypyridoxine,CC1=NC=C(CO)C(C)=C1O,quantified,C8H11N1O2,153.0789786,4,Metabolite
YMDB02319,NA,5-hydroxy furancarboxylic acid,OC(=O)C1=CC=C(O)O1,quantified,C5H4O4,128.0109586,4,Metabolite
YMDB02320,NA,Dehydroergosterol,CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)C3=CC[C@]12C,quantified,C28H42O1,394.323566,8,Metabolite
YMDB02323,NA,Stearic acid-propyl ester,CCCCCCCCCCCCCCCCCC(=O)OCCC,quantified,C21H42O2,326.3184806,1,Metabolite
